pm25_1,pm25_2,pm25_3,pm25_4,pm25_5,pm25_6,pm25_7,pm25_8,pm25_9,pm25_10,pm25_11,pm25_12,pm25_13,pm25_14,pm25_15,pm25_16,pm25_17,pm25_18,pm25_19,pm25_20,pm25_21,pm25_22,pm25_23,pm25_24,pm25_25,pm25_26,pm25_27,pm25_28,pm25_29,pm25_30,pm25_31,pm25_32,pm25_33,pm25_34,pm25_35,pm25_36,pm25_37,pm25_38,pm25_39,pm25_40,pm25_41,pm25_42,tmmx_tri1,tmmx_tri2,tmmx_tri3,MOC,YOC
9.424714285714286,15.342371428571427,9.427385714285714,5.856985714285714,5.068557142857143,6.888214285714286,7.007385714285714,7.919142857142857,20.829271428571428,10.229057142857142,5.3631142857142855,7.534314285714285,6.332828571428571,9.473542857142856,13.266428571428571,8.443128571428572,9.979828571428571,6.195657142857143,6.917757142857143,7.072414285714286,5.877542857142857,7.109785714285715,9.9868,11.535785714285714,7.399114285714286,10.0926,11.5722,21.476842857142856,19.1118,10.595071428571428,10.637842857142857,7.876071428571429,7.377885714285714,6.8029142857142855,6.764557142857143,5.482757142857143,6.656071428571429,5.369357142857143,5.857614285714286,7.176485714285715,5.031157142857142,5.415685714285714,30.67261904761907,17.228021978022007,9.732738095238114,6,2015
5.345714285714286,6.387428571428571,5.395714285714286,7.368428571428572,5.9151428571428575,5.121285714285714,6.058714285714285,4.843571428571429,4.584,6.583142857142857,5.586857142857142,3.868142857142857,4.081285714285714,5.6375714285714285,4.257571428571429,3.759428571428572,5.454,10.814142857142857,6.594571428571428,6.274857142857143,6.905142857142857,7.640571428571429,5.094571428571428,6.2661428571428575,5.674428571428572,5.687428571428572,5.394714285714286,5.793428571428572,6.1251428571428574,6.409714285714285,5.948714285714286,5.962571428571429,5.128714285714286,5.536857142857143,5.522142857142857,3.951857142857143,4.7294285714285715,4.748857142857143,6.6201428571428576,6.852857142857142,4.804714285714286,7.561571428571429,12.89122023809526,25.51826923076925,26.850297619047637,2,2011
8.535142857142857,7.276142857142857,6.558142857142857,7.917285714285715,7.999142857142857,6.075,6.1452857142857145,6.8149999999999995,8.116428571428571,4.685142857142857,10.403571428571428,10.863285714285714,9.63342857142857,10.962285714285715,12.527857142857144,8.656285714285714,14.435571428571428,16.479714285714284,11.38642857142857,9.930714285714286,9.546142857142858,8.151428571428571,12.558285714285715,8.514285714285714,9.318571428571428,5.002285714285715,9.639142857142858,9.385142857142856,6.363285714285714,6.404285714285714,7.381285714285714,6.999142857142857,6.616428571428571,7.432714285714286,5.840714285714285,8.635285714285715,7.895428571428571,6.738714285714286,5.843714285714285,7.152571428571428,5.180428571428571,7.509428571428572,24.50059523809527,4.4351648351648585,14.829166666666689,8,2007
6.608428571428571,7.428857142857143,9.018142857142857,8.733285714285714,7.161,10.072857142857144,5.875,9.275571428571428,17.899428571428572,15.881142857142857,9.112285714285715,7.573285714285714,7.1932857142857145,5.660142857142857,6.127142857142857,5.503857142857143,8.38642857142857,16.73242857142857,11.912142857142857,6.2747142857142855,6.990714285714286,8.182428571428572,7.101857142857143,8.576142857142857,7.750857142857143,8.204142857142857,5.8875714285714285,4.796714285714286,5.747571428571429,6.986428571428571,8.671,9.014857142857142,8.584571428571428,7.027714285714286,8.428571428571429,8.597142857142858,9.993285714285715,11.397285714285715,11.66,7.934428571428572,5.914,5.723142857142857,11.6409523809524,12.32186813186816,25.541904761904785,10,2011
4.609857142857143,4.846285714285714,6.4755714285714285,8.362142857142857,7.596142857142857,7.140285714285715,9.154714285714286,11.230714285714287,8.859,6.503142857142857,7.6894285714285715,11.543285714285714,10.936142857142856,7.424142857142858,9.250714285714286,16.379857142857144,23.359142857142857,7.583857142857142,7.4231428571428575,7.913,6.908571428571428,9.162714285714285,8.79342857142857,5.788285714285714,8.701428571428572,14.394428571428572,8.454285714285714,5.602142857142857,9.826857142857143,6.158857142857142,8.590428571428571,14.489285714285714,11.216714285714286,16.794285714285714,11.590285714285715,10.661999999999999,6.769142857142858,9.269714285714286,9.299714285714286,8.855142857142857,17.044428571428572,8.575714285714286,28.969642857142887,23.955494505494528,11.523214285714305,5,2017
6.789857142857143,6.520428571428572,5.503857142857143,5.117285714285714,7.817285714285714,8.17157142857143,8.388714285714286,7.015285714285715,7.118285714285714,6.219,10.646714285714285,5.346285714285714,5.1414285714285715,6.176714285714286,4.3387142857142855,4.764285714285714,5.297428571428571,5.055285714285715,7.333428571428572,5.1452857142857145,6.970571428571429,5.769428571428572,5.628571428571429,5.3878571428571425,8.865,9.605,6.792285714285715,5.823571428571428,9.08,4.723,6.289285714285715,4.089,5.886428571428572,4.938,5.758857142857143,4.827714285714285,5.287428571428571,6.241428571428571,5.379428571428571,4.243857142857143,5.077571428571429,6.275285714285714,32.676785714285735,17.36501831501834,11.680555555555577,7,2012
5.698857142857142,6.610714285714286,5.474428571428572,5.234857142857143,5.648428571428571,4.9311428571428575,12.73557142857143,14.250714285714285,8.033,6.839428571428572,7.333714285714286,7.2868571428571425,7.021714285714285,9.097,7.030285714285714,7.403142857142857,4.673571428571429,5.298,6.412285714285714,6.416571428571428,9.748714285714286,6.816857142857143,8.979714285714286,6.8911428571428575,8.624571428571429,7.643714285714286,10.539428571428571,14.65542857142857,7.451142857142857,6.341428571428572,6.450857142857143,5.035857142857143,8.403428571428572,11.015,10.044571428571428,8.346,7.569857142857143,7.7498571428571426,11.359428571428571,9.292142857142856,7.007,7.292571428571429,9.652380952380971,22.8283882783883,33.01190476190479,12,2011
6.232828571428572,9.256342857142858,6.851614285714286,8.358728571428571,7.401114285714286,16.748785714285713,10.060142857142857,6.9303,4.962728571428571,5.995,7.573871428571429,6.060742857142857,6.280571428571428,6.320242857142857,6.100671428571428,5.1272714285714285,4.208971428571429,4.347085714285714,6.3845285714285716,5.3689,5.994385714285714,9.0956,8.181757142857142,18.3912,4.922114285714286,5.885285714285715,5.337585714285714,6.3441857142857145,6.342085714285714,9.00232857142857,18.539814285714286,9.072757142857142,6.0423285714285715,7.115885714285715,7.432357142857143,8.732371428571428,11.335885714285714,8.034671428571428,8.087142857142856,6.936057142857143,5.241257142857143,6.344571428571428,12.58452380952383,22.49945054945057,29.341666666666693,1,2015
7.069857142857143,5.537,7.557571428571428,10.16842857142857,10.305285714285715,9.113857142857142,9.219142857142858,8.841571428571429,6.996714285714286,8.343142857142857,7.311,6.1088571428571425,10.231571428571428,7.618,7.712,7.227857142857143,4.797428571428571,5.667,5.297142857142857,5.489285714285714,7.974857142857143,6.253142857142858,8.948142857142857,8.420142857142856,8.891142857142857,8.329285714285714,12.155285714285714,8.875142857142857,11.733571428571429,12.995,11.541285714285713,7.030285714285714,7.299714285714286,11.695,5.985,7.1082857142857145,12.097142857142856,22.189,13.866,5.935428571428571,13.109857142857143,8.243142857142857,30.42678571428574,22.73956043956046,8.405952380952403,5,2013
6.928385714285715,9.251171428571428,8.234885714285715,15.796028571428572,11.528614285714285,7.774714285714286,5.291085714285715,6.1189857142857145,7.787814285714286,6.2147,5.886085714285715,6.725142857142857,6.6436,5.167,4.258385714285715,4.654042857142857,5.4814428571428575,6.510828571428571,5.5503285714285715,9.302185714285715,8.800571428571429,19.133114285714285,6.418814285714286,6.208185714285714,5.373442857142857,6.623714285714286,7.115157142857143,7.5349,20.850314285714287,9.604814285714285,6.125885714285714,7.6499,7.2801,9.006628571428571,12.322285714285714,8.846514285714285,9.013300000000001,6.382328571428571,6.544657142857143,6.7244,5.933071428571428,8.046771428571429,12.938095238095265,24.48516483516486,28.040079365079393,2,2015
8.919,8.792428571428571,6.489285714285715,8.250714285714286,17.180285714285713,24.922,6.950714285714286,8.34457142857143,12.945,7.948571428571428,5.774,8.014857142857142,5.704285714285714,6.485428571428572,5.846714285714286,6.291857142857143,4.619285714285715,6.007571428571429,5.982857142857143,8.22,7.145,7.357,7.197285714285714,8.309857142857142,7.359857142857143,8.283857142857142,9.784714285714285,10.007857142857143,10.43,8.874857142857143,6.960285714285714,9.074428571428571,6.359,5.874,6.893714285714285,7.277,7.000571428571429,7.8180000000000005,7.402,5.306857142857143,6.618714285714286,8.370714285714286,9.263095238095266,21.64706959706962,29.28730158730161,1,2014
4.503671428571429,7.130685714285715,5.576957142857143,7.791957142857143,9.629542857142857,10.518828571428571,16.261057142857144,6.063285714285715,5.357485714285715,6.405828571428572,7.246314285714286,7.119085714285714,19.7275,11.935,5.245928571428571,8.453985714285714,5.789485714285714,9.1666,11.621957142857143,9.762142857142857,10.259742857142857,6.2947,7.071,6.688771428571428,6.4957,6.3676571428571425,9.810842857142857,11.653857142857143,7.229114285714286,8.951514285714286,9.871214285714286,21.659357142857143,19.618142857142857,11.279442857142858,9.288614285714285,8.6389,7.6219,7.8036,6.843714285714285,5.4339571428571425,6.2942857142857145,6.1734,28.834226190476212,23.702197802197823,5.912797619047641,5,2015
8.444714285714285,10.926857142857143,6.694285714285714,6.316714285714286,9.297571428571429,7.666285714285714,13.028428571428572,7.227857142857143,10.313,13.704428571428572,5.009714285714286,5.038285714285714,7.632714285714286,7.253714285714286,5.9231428571428575,8.563285714285714,6.183857142857143,8.01442857142857,6.293571428571428,7.320428571428571,4.174714285714286,6.107285714285714,7.056857142857143,5.328714285714286,4.831714285714286,5.628428571428572,6.271428571428571,5.369428571428571,5.511285714285714,9.601285714285714,12.564,7.385285714285714,8.478714285714286,8.900571428571428,8.803857142857142,7.119428571428571,7.619,6.950142857142857,5.875571428571429,8.164142857142858,7.259,7.761142857142857,9.725396825396848,13.732051282051305,27.111111111111132,11,2010
5.306957142857143,7.061014285714285,6.369071428571429,4.940657142857143,5.644,4.404271428571429,4.009271428571429,6.9333285714285715,5.108128571428572,6.782585714285714,9.225314285714285,8.954585714285715,16.11527142857143,5.282228571428571,5.4409,5.734942857142857,6.713171428571429,5.576214285714285,14.2488,16.222985714285713,5.800471428571429,6.9507,6.373142857142857,8.236528571428572,9.513714285714286,10.966914285714285,8.764114285714285,6.562842857142857,7.130528571428571,5.167528571428571,5.991142857142857,5.225942857142857,7.8438,10.981342857142856,5.361228571428572,8.756442857142856,6.603071428571428,17.964714285714287,16.5456,9.439171428571429,8.889100000000001,8.233614285714285,21.272023809523827,29.289010989011008,12.802976190476215,4,2015
5.1218571428571424,5.457,5.614857142857143,7.156571428571429,4.787428571428571,5.341857142857143,8.283428571428571,8.446857142857143,10.236714285714285,6.2868571428571425,8.070857142857143,12.003,7.779428571428571,7.465714285714285,12.00757142857143,12.608714285714285,9.608285714285714,7.472428571428572,8.959285714285715,8.223142857142857,7.3108571428571425,7.6811428571428575,6.811571428571429,9.011714285714286,5.149,6.364,6.327571428571428,5.284142857142857,5.9432857142857145,5.663857142857142,5.0205714285714285,3.597714285714286,3.8912857142857145,5.164857142857143,5.620857142857143,6.485,6.142428571428572,4.784714285714285,6.478428571428571,7.158571428571428,6.477428571428572,5.663714285714286,10.75937500000002,5.470329670329694,17.020238095238124,9,2009
6.742285714285714,7.554,7.161,8.977285714285713,8.886285714285714,9.852714285714287,10.567285714285715,7.6129999999999995,7.156571428571429,9.523714285714286,5.323714285714286,5.714857142857142,7.582857142857143,6.042285714285715,7.812571428571428,8.137714285714285,6.430571428571429,6.446571428571429,6.377571428571429,7.719571428571428,7.039857142857143,8.881571428571428,7.559714285714286,12.675857142857144,6.067857142857143,10.340857142857143,14.828,15.386285714285714,8.181000000000001,12.997985714285715,11.545714285714286,14.517657142857143,6.232685714285714,6.159714285714286,9.965542857142857,7.020985714285715,8.682442857142856,7.4305,17.008542857142857,10.030314285714287,7.420685714285714,4.964671428571428,29.33809523809526,19.334065934065958,9.71071428571431,6,2014
6.554428571428572,5.04,5.766571428571428,5.043,8.030857142857142,8.849142857142857,6.498857142857143,8.234857142857143,5.994285714285715,6.590142857142857,6.514428571428572,12.962,7.6331428571428575,7.369142857142857,6.049428571428571,8.5638571428571435,4.652714285714286,6.246142857142857,4.445,8.424857142857142,5.817285714285714,7.040285714285714,4.994571428571429,7.7584285714285715,6.772142857142857,4.718714285714285,5.332714285714285,5.028857142857143,6.232714285714286,4.7457142857142856,5.3872857142857145,3.974857142857143,5.745571428571428,4.164,5.899857142857143,7.299857142857143,7.303714285714285,6.520142857142857,7.181142857142857,7.195714285714286,6.361714285714285,5.876142857142857,13.528273809523837,9.151648351648372,20.804464285714307,10,2012
