model,data,CE_bias,CE_RMSE,CE_coverage,CE_p
ns (best AIC),carry forward,-0.34159444280186074,0.14590116186972538,48.35,0
ns (best AIC),mean-filled,-0.34107925618200097,0.14487128009176567,48.3,0
ns (best AIC),natural through week 42,-0.33952650505409565,0.14598855493601856,50.3,0
ns (best AIC),truncated at week 37,-0.34036003489774924,0.14412585004789585,47.599999999999994,0
ns (best AIC),zero-filled,-0.01469660828860494,0.08870874257749635,92.35,0.027296916895250167
